Site,Weather,Scaler_win,Forecast_win,Trap_smoothing_flag,RMSE_mu,RMSE_sig
Villodas,airport,26,34,TRUE,1.081825209,0.419368589
Villodas,airport,26,52,TRUE,1.166692415,0.344617117
Villodas,airport,26,80,TRUE,1.194498703,0.314616813
Villodas,airport,26,150,TRUE,1.291589069,0.304296175
Arboleda_baseline,site,0,80,FALSE,3.773227767,0.609196
Playa_baseline,site,0,80,FALSE,7.025137334,0.728585039
La_Margarita_baseline,site,0,150,FALSE,0.913473818,0.27066595
Villodas_baseline,site,0,80,FALSE,1.030149906,0.226274296
Arboleda_baseline,site,0,80,TRUE,3.024227101,0.59523251
Playa_baseline,site,0,80,TRUE,4.981238993,0.527725112
La_Margarita_baseline,site,0,150,TRUE,0.655305318,0.194767434
Villodas_baseline,site,0,80,TRUE,0.830158604,0.180385098
Arboleda_baseline,airport,0,80,FALSE,4.206812206,0.75316
Playa_baseline,airport,0,80,FALSE,7.364294837,0.796548729
La_Margarita_baseline,airport,0,150,FALSE,1.005178282,0.205100511
Villodas_baseline,airport,0,80,FALSE,1.107966042,0.180380127
Arboleda_baseline,airport,0,80,TRUE,3.484346947,0.742871874
Playa_baseline,airport,0,80,TRUE,5.554662109,0.707165578
La_Margarita_baseline,airport,0,150,TRUE,0.781951587,0.116863327
Villodas_baseline,airport,0,80,TRUE,0.903400586,0.139207896
