t_0	alpha	wk1	wk2	wk3	wk4
2019-04-04 00:00:00	0.8	0.88	0.92	0.8	0.84	
2019-04-04 00:00:00	0.9	0.96	0.98	0.86	0.94	
2019-04-04 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-04-11 00:00:00	0.0	0.2	0.24	0.1	0.18	
2019-04-11 00:00:00	0.1	0.34	0.24	0.1	0.18	
2019-04-11 00:00:00	0.2	0.34	0.24	0.4	0.36	
2019-04-11 00:00:00	0.30000000000000004	0.34	0.58	0.4	0.5	
2019-04-11 00:00:00	0.4	0.58	0.58	0.58	0.5	
2019-04-11 00:00:00	0.5	0.7	0.58	0.58	0.5	
2019-04-11 00:00:00	0.6000000000000001	0.7	0.74	0.66	0.7	
2019-04-11 00:00:00	0.7000000000000001	0.82	0.8	0.84	0.7	
2019-04-11 00:00:00	0.8	0.92	0.8	0.84	0.82	
2019-04-11 00:00:00	0.9	0.98	0.86	0.94	0.82	
2019-04-11 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-04-18 00:00:00	0.0	0.24	0.1	0.18	0.2	
2019-04-18 00:00:00	0.1	0.24	0.1	0.18	0.34	
2019-04-18 00:00:00	0.2	0.42	0.4	0.36	0.34	
2019-04-18 00:00:00	0.30000000000000004	0.58	0.4	0.5	0.34	
2019-04-18 00:00:00	0.4	0.58	0.58	0.5	0.44	
2019-04-18 00:00:00	0.5	0.58	0.58	0.5	0.58	
2019-04-18 00:00:00	0.6000000000000001	0.74	0.66	0.7	0.58	
2019-04-18 00:00:00	0.7000000000000001	0.8	0.84	0.7	0.74	
2019-04-18 00:00:00	0.8	0.86	0.84	0.82	0.76	
2019-04-18 00:00:00	0.9	0.86	0.94	0.82	0.88	
2019-04-18 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-04-25 00:00:00	0.0	0.1	0.18	0.2	0.14	
2019-04-25 00:00:00	0.1	0.1	0.18	0.34	0.14	
2019-04-25 00:00:00	0.2	0.28	0.36	0.34	0.28	
2019-04-25 00:00:00	0.30000000000000004	0.28	0.36	0.34	0.42	
2019-04-25 00:00:00	0.4	0.58	0.5	0.44	0.42	
2019-04-25 00:00:00	0.5	0.76	0.7	0.58	0.6	
2019-04-25 00:00:00	0.6000000000000001	0.76	0.7	0.58	0.6	
2019-04-25 00:00:00	0.7000000000000001	0.76	0.7	0.74	0.7	
2019-04-25 00:00:00	0.8	0.94	0.82	0.76	0.7	
2019-04-25 00:00:00	0.9	0.98	0.86	0.88	0.84	
2019-04-25 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-05-02 00:00:00	0.0	0.18	0.2	0.14	0.18	
2019-05-02 00:00:00	0.1	0.18	0.34	0.14	0.18	
2019-05-02 00:00:00	0.2	0.36	0.34	0.28	0.26	
2019-05-02 00:00:00	0.30000000000000004	0.56	0.34	0.42	0.34	
2019-05-02 00:00:00	0.4	0.56	0.44	0.42	0.34	
2019-05-02 00:00:00	0.5	0.56	0.58	0.6	0.48	
2019-05-02 00:00:00	0.6000000000000001	0.82	0.58	0.64	0.48	
2019-05-02 00:00:00	0.7000000000000001	0.82	0.74	0.64	0.64	
2019-05-02 00:00:00	0.8	0.86	0.76	0.7	0.64	
2019-05-02 00:00:00	0.9	0.86	0.88	0.84	0.72	
2019-05-02 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-05-09 00:00:00	0.0	0.1	0.14	0.08	0.16	
2019-05-09 00:00:00	0.1	0.1	0.14	0.08	0.24	
2019-05-09 00:00:00	0.2	0.3	0.46	0.22	0.24	
2019-05-09 00:00:00	0.30000000000000004	0.46	0.46	0.4	0.3	
2019-05-09 00:00:00	0.4	0.46	0.46	0.4	0.32	
2019-05-09 00:00:00	0.5	0.6	0.52	0.56	0.32	
2019-05-09 00:00:00	0.6000000000000001	0.72	0.66	0.64	0.44	
2019-05-09 00:00:00	0.7000000000000001	0.72	0.78	0.68	0.5	
2019-05-09 00:00:00	0.8	0.94	0.82	0.68	0.68	
2019-05-09 00:00:00	0.9	0.94	0.9	0.82	0.78	
2019-05-09 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-05-16 00:00:00	0.0	0.14	0.08	0.16	0.08	
2019-05-16 00:00:00	0.1	0.32	0.22	0.16	0.08	
2019-05-16 00:00:00	0.2	0.32	0.22	0.24	0.34	
2019-05-16 00:00:00	0.30000000000000004	0.46	0.4	0.3	0.34	
2019-05-16 00:00:00	0.4	0.52	0.56	0.3	0.34	
2019-05-16 00:00:00	0.5	0.52	0.56	0.44	0.52	
2019-05-16 00:00:00	0.6000000000000001	0.66	0.64	0.44	0.52	
2019-05-16 00:00:00	0.7000000000000001	0.78	0.68	0.68	0.62	
2019-05-16 00:00:00	0.8	0.86	0.68	0.68	0.76	
2019-05-16 00:00:00	0.9	0.98	0.82	0.78	0.86	
2019-05-16 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-05-23 00:00:00	0.0	0.08	0.16	0.08	0.14	
2019-05-23 00:00:00	0.1	0.22	0.16	0.08	0.14	
2019-05-23 00:00:00	0.2	0.22	0.3	0.34	0.32	
2019-05-23 00:00:00	0.30000000000000004	0.22	0.3	0.34	0.32	
2019-05-23 00:00:00	0.4	0.56	0.3	0.46	0.36	
2019-05-23 00:00:00	0.5	0.56	0.44	0.52	0.54	
2019-05-23 00:00:00	0.6000000000000001	0.6	0.44	0.52	0.54	
2019-05-23 00:00:00	0.7000000000000001	0.68	0.62	0.6	0.66	
2019-05-23 00:00:00	0.8	0.82	0.68	0.76	0.76	
2019-05-23 00:00:00	0.9	0.92	0.78	0.86	0.84	
2019-05-23 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-05-30 00:00:00	0.0	0.16	0.08	0.14	0.16	
2019-05-30 00:00:00	0.1	0.16	0.08	0.14	0.18	
2019-05-30 00:00:00	0.2	0.3	0.34	0.32	0.18	
2019-05-30 00:00:00	0.30000000000000004	0.3	0.34	0.32	0.4	
2019-05-30 00:00:00	0.4	0.3	0.34	0.5	0.4	
2019-05-30 00:00:00	0.5	0.44	0.52	0.54	0.52	
2019-05-30 00:00:00	0.6000000000000001	0.44	0.52	0.54	0.58	
2019-05-30 00:00:00	0.7000000000000001	0.62	0.62	0.66	0.64	
2019-05-30 00:00:00	0.8	0.68	0.76	0.76	0.8	
2019-05-30 00:00:00	0.9	0.78	0.86	0.84	0.88	
2019-05-30 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-06-06 00:00:00	0.0	0.08	0.14	0.16	0.14	
2019-06-06 00:00:00	0.1	0.2	0.26	0.18	0.2	
2019-06-06 00:00:00	0.2	0.2	0.32	0.34	0.26	
2019-06-06 00:00:00	0.30000000000000004	0.34	0.32	0.34	0.26	
2019-06-06 00:00:00	0.4	0.46	0.5	0.4	0.32	
2019-06-06 00:00:00	0.5	0.46	0.54	0.52	0.38	
2019-06-06 00:00:00	0.6000000000000001	0.6	0.64	0.58	0.52	
2019-06-06 00:00:00	0.7000000000000001	0.6	0.66	0.64	0.72	
2019-06-06 00:00:00	0.8	0.76	0.76	0.8	0.72	
2019-06-06 00:00:00	0.9	0.86	0.84	0.88	0.86	
2019-06-06 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-06-13 00:00:00	0.0	0.12	0.16	0.06	0.12	
2019-06-13 00:00:00	0.1	0.26	0.32	0.2	0.12	
2019-06-13 00:00:00	0.2	0.44	0.32	0.26	0.24	
2019-06-13 00:00:00	0.30000000000000004	0.44	0.46	0.26	0.24	
2019-06-13 00:00:00	0.4	0.5	0.46	0.32	0.42	
2019-06-13 00:00:00	0.5	0.6	0.52	0.46	0.42	
2019-06-13 00:00:00	0.6000000000000001	0.64	0.58	0.52	0.52	
2019-06-13 00:00:00	0.7000000000000001	0.74	0.68	0.68	0.52	
2019-06-13 00:00:00	0.8	0.8	0.82	0.82	0.68	
2019-06-13 00:00:00	0.9	0.86	0.9	0.86	0.76	
2019-06-13 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-06-20 00:00:00	0.0	0.12	0.06	0.1	0.12	
2019-06-20 00:00:00	0.1	0.18	0.2	0.1	0.24	
2019-06-20 00:00:00	0.2	0.34	0.26	0.34	0.24	
2019-06-20 00:00:00	0.30000000000000004	0.34	0.42	0.34	0.34	
2019-06-20 00:00:00	0.4	0.6	0.42	0.46	0.38	
2019-06-20 00:00:00	0.5	0.6	0.66	0.46	0.48	
2019-06-20 00:00:00	0.6000000000000001	0.7	0.66	0.68	0.5	
2019-06-20 00:00:00	0.7000000000000001	0.72	0.76	0.68	0.58	
2019-06-20 00:00:00	0.8	0.8	0.86	0.74	0.76	
2019-06-20 00:00:00	0.9	0.9	0.94	0.9	0.82	
2019-06-20 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-06-27 00:00:00	0.0	0.14	0.12	0.12	0.04	
2019-06-27 00:00:00	0.1	0.2	0.22	0.22	0.04	
2019-06-27 00:00:00	0.2	0.2	0.22	0.22	0.32	
2019-06-27 00:00:00	0.30000000000000004	0.42	0.44	0.44	0.32	
2019-06-27 00:00:00	0.4	0.42	0.44	0.44	0.5	
2019-06-27 00:00:00	0.5	0.66	0.62	0.48	0.5	
2019-06-27 00:00:00	0.6000000000000001	0.66	0.62	0.56	0.54	
2019-06-27 00:00:00	0.7000000000000001	0.76	0.74	0.68	0.56	
2019-06-27 00:00:00	0.8	0.86	0.86	0.74	0.7	
2019-06-27 00:00:00	0.9	0.96	0.9	0.86	0.84	
2019-06-27 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-07-04 00:00:00	0.0	0.1	0.1	0.18	0.1	
2019-07-04 00:00:00	0.1	0.22	0.2	0.22	0.24	
2019-07-04 00:00:00	0.2	0.22	0.32	0.22	0.3	
2019-07-04 00:00:00	0.30000000000000004	0.48	0.32	0.42	0.3	
2019-07-04 00:00:00	0.4	0.48	0.4	0.42	0.44	
2019-07-04 00:00:00	0.5	0.66	0.52	0.46	0.6	
2019-07-04 00:00:00	0.6000000000000001	0.66	0.62	0.54	0.6	
2019-07-04 00:00:00	0.7000000000000001	0.8	0.72	0.66	0.62	
2019-07-04 00:00:00	0.8	0.9	0.78	0.82	0.76	
2019-07-04 00:00:00	0.9	0.94	0.88	0.88	0.9	
2019-07-04 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-07-11 00:00:00	0.0	0.08	0.1	0.06	0.18	
2019-07-11 00:00:00	0.1	0.18	0.14	0.22	0.26	
2019-07-11 00:00:00	0.2	0.28	0.14	0.22	0.36	
2019-07-11 00:00:00	0.30000000000000004	0.38	0.44	0.34	0.36	
2019-07-11 00:00:00	0.4	0.38	0.44	0.34	0.58	
2019-07-11 00:00:00	0.5	0.56	0.62	0.56	0.58	
2019-07-11 00:00:00	0.6000000000000001	0.6	0.62	0.56	0.86	
2019-07-11 00:00:00	0.7000000000000001	0.72	0.76	0.78	0.9	
2019-07-11 00:00:00	0.8	0.74	0.88	0.8	0.94	
2019-07-11 00:00:00	0.9	0.88	0.94	0.9	0.96	
2019-07-11 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-07-18 00:00:00	0.0	0.04	0.16	0.18	0.1	
2019-07-18 00:00:00	0.1	0.14	0.22	0.18	0.2	
2019-07-18 00:00:00	0.2	0.26	0.22	0.36	0.3	
2019-07-18 00:00:00	0.30000000000000004	0.44	0.34	0.36	0.38	
2019-07-18 00:00:00	0.4	0.58	0.34	0.58	0.44	
2019-07-18 00:00:00	0.5	0.62	0.56	0.58	0.56	
2019-07-18 00:00:00	0.6000000000000001	0.66	0.64	0.86	0.56	
2019-07-18 00:00:00	0.7000000000000001	0.76	0.78	0.86	0.7	
2019-07-18 00:00:00	0.8	0.8	0.8	0.94	0.88	
2019-07-18 00:00:00	0.9	0.92	0.9	0.96	0.92	
2019-07-18 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-07-25 00:00:00	0.0	0.06	0.08	0.1	0.06	
2019-07-25 00:00:00	0.1	0.22	0.26	0.2	0.12	
2019-07-25 00:00:00	0.2	0.32	0.36	0.28	0.22	
2019-07-25 00:00:00	0.30000000000000004	0.34	0.46	0.38	0.3	
2019-07-25 00:00:00	0.4	0.48	0.46	0.5	0.38	
2019-07-25 00:00:00	0.5	0.56	0.7	0.56	0.44	
2019-07-25 00:00:00	0.6000000000000001	0.7	0.7	0.66	0.66	
2019-07-25 00:00:00	0.7000000000000001	0.78	0.9	0.66	0.68	
2019-07-25 00:00:00	0.8	0.8	0.92	0.86	0.78	
2019-07-25 00:00:00	0.9	0.9	0.98	0.92	0.86	
2019-07-25 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-08-01 00:00:00	0.0	0.18	0.1	0.06	0.18	
2019-08-01 00:00:00	0.1	0.26	0.1	0.16	0.24	
2019-08-01 00:00:00	0.2	0.26	0.28	0.22	0.28	
2019-08-01 00:00:00	0.30000000000000004	0.46	0.28	0.22	0.38	
2019-08-01 00:00:00	0.4	0.46	0.5	0.38	0.48	
2019-08-01 00:00:00	0.5	0.7	0.5	0.44	0.56	
2019-08-01 00:00:00	0.6000000000000001	0.86	0.66	0.64	0.64	
2019-08-01 00:00:00	0.7000000000000001	0.9	0.82	0.76	0.8	
2019-08-01 00:00:00	0.8	0.92	0.86	0.86	0.9	
2019-08-01 00:00:00	0.9	0.98	0.96	0.9	0.98	
2019-08-01 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-08-08 00:00:00	0.0	0.1	0.1	0.06	0.16	
2019-08-08 00:00:00	0.1	0.18	0.16	0.24	0.22	
2019-08-08 00:00:00	0.2	0.18	0.24	0.34	0.34	
2019-08-08 00:00:00	0.30000000000000004	0.4	0.3	0.38	0.44	
2019-08-08 00:00:00	0.4	0.4	0.5	0.46	0.5	
2019-08-08 00:00:00	0.5	0.6	0.58	0.56	0.56	
2019-08-08 00:00:00	0.6000000000000001	0.66	0.74	0.66	0.76	
2019-08-08 00:00:00	0.7000000000000001	0.82	0.74	0.84	0.78	
2019-08-08 00:00:00	0.8	0.86	0.84	0.9	0.92	
2019-08-08 00:00:00	0.9	0.96	0.9	1.0	0.96	
2019-08-08 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-08-15 00:00:00	0.0	0.08	0.08	0.12	0.1	
2019-08-15 00:00:00	0.1	0.18	0.18	0.18	0.18	
2019-08-15 00:00:00	0.2	0.38	0.28	0.34	0.32	
2019-08-15 00:00:00	0.30000000000000004	0.38	0.34	0.5	0.44	
2019-08-15 00:00:00	0.4	0.54	0.44	0.56	0.44	
2019-08-15 00:00:00	0.5	0.6	0.62	0.68	0.66	
2019-08-15 00:00:00	0.6000000000000001	0.68	0.7	0.78	0.78	
2019-08-15 00:00:00	0.7000000000000001	0.76	0.74	0.86	0.78	
2019-08-15 00:00:00	0.8	0.86	0.86	0.92	0.9	
2019-08-15 00:00:00	0.9	0.92	0.94	0.94	0.98	
2019-08-15 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-08-22 00:00:00	0.0	0.1	0.12	0.08	0.16	
2019-08-22 00:00:00	0.1	0.18	0.12	0.18	0.26	
2019-08-22 00:00:00	0.2	0.18	0.34	0.3	0.42	
2019-08-22 00:00:00	0.30000000000000004	0.34	0.34	0.44	0.48	
2019-08-22 00:00:00	0.4	0.34	0.56	0.56	0.6	
2019-08-22 00:00:00	0.5	0.62	0.66	0.66	0.64	
2019-08-22 00:00:00	0.6000000000000001	0.66	0.78	0.7	0.66	
2019-08-22 00:00:00	0.7000000000000001	0.74	0.86	0.82	0.84	
2019-08-22 00:00:00	0.8	0.86	0.9	0.94	0.92	
2019-08-22 00:00:00	0.9	1.0	0.94	0.98	0.92	
2019-08-22 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-08-29 00:00:00	0.0	0.06	0.1	0.16	0.0	
2019-08-29 00:00:00	0.1	0.18	0.24	0.32	0.1	
2019-08-29 00:00:00	0.2	0.34	0.32	0.44	0.16	
2019-08-29 00:00:00	0.30000000000000004	0.5	0.42	0.54	0.38	
2019-08-29 00:00:00	0.4	0.62	0.54	0.56	0.38	
2019-08-29 00:00:00	0.5	0.68	0.54	0.62	0.52	
2019-08-29 00:00:00	0.6000000000000001	0.7	0.74	0.82	0.52	
2019-08-29 00:00:00	0.7000000000000001	0.8	0.86	0.84	0.68	
2019-08-29 00:00:00	0.8	0.88	0.9	0.92	0.78	
2019-08-29 00:00:00	0.9	0.94	0.96	0.92	0.84	
2019-08-29 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-09-05 00:00:00	0.0	0.14	0.12	0.18	0.1	
2019-09-05 00:00:00	0.1	0.24	0.14	0.28	0.18	
2019-09-05 00:00:00	0.2	0.34	0.14	0.34	0.26	
2019-09-05 00:00:00	0.30000000000000004	0.42	0.46	0.34	0.32	
2019-09-05 00:00:00	0.4	0.5	0.46	0.48	0.4	
2019-09-05 00:00:00	0.5	0.5	0.68	0.54	0.42	
2019-09-05 00:00:00	0.6000000000000001	0.7	0.78	0.64	0.5	
2019-09-05 00:00:00	0.7000000000000001	0.84	0.78	0.74	0.62	
2019-09-05 00:00:00	0.8	0.84	0.88	0.82	0.74	
2019-09-05 00:00:00	0.9	0.92	0.98	0.94	0.88	
2019-09-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-09-12 00:00:00	0.0	0.02	0.18	0.1	0.08	
2019-09-12 00:00:00	0.1	0.14	0.24	0.18	0.14	
2019-09-12 00:00:00	0.2	0.14	0.34	0.26	0.16	
2019-09-12 00:00:00	0.30000000000000004	0.46	0.48	0.34	0.32	
2019-09-12 00:00:00	0.4	0.46	0.48	0.4	0.32	
2019-09-12 00:00:00	0.5	0.68	0.58	0.48	0.48	
2019-09-12 00:00:00	0.6000000000000001	0.78	0.64	0.48	0.6	
2019-09-12 00:00:00	0.7000000000000001	0.78	0.74	0.62	0.62	
2019-09-12 00:00:00	0.8	0.88	0.9	0.74	0.76	
2019-09-12 00:00:00	0.9	0.98	0.94	0.88	0.86	
2019-09-12 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-09-19 00:00:00	0.0	0.06	0.08	0.06	0.08	
2019-09-19 00:00:00	0.1	0.24	0.18	0.22	0.22	
2019-09-19 00:00:00	0.2	0.38	0.26	0.3	0.32	
2019-09-19 00:00:00	0.30000000000000004	0.48	0.34	0.46	0.32	
2019-09-19 00:00:00	0.4	0.58	0.4	0.48	0.38	
2019-09-19 00:00:00	0.5	0.58	0.46	0.6	0.38	
2019-09-19 00:00:00	0.6000000000000001	0.64	0.58	0.6	0.54	
2019-09-19 00:00:00	0.7000000000000001	0.7	0.72	0.74	0.62	
2019-09-19 00:00:00	0.8	0.82	0.74	0.86	0.74	
2019-09-19 00:00:00	0.9	0.94	0.92	0.9	0.88	
2019-09-19 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-09-26 00:00:00	0.0	0.08	0.16	0.1	0.02	
2019-09-26 00:00:00	0.1	0.14	0.32	0.16	0.02	
2019-09-26 00:00:00	0.2	0.22	0.44	0.24	0.16	
2019-09-26 00:00:00	0.30000000000000004	0.34	0.5	0.38	0.16	
2019-09-26 00:00:00	0.4	0.44	0.64	0.52	0.28	
2019-09-26 00:00:00	0.5	0.56	0.72	0.6	0.3	
2019-09-26 00:00:00	0.6000000000000001	0.64	0.82	0.6	0.38	
2019-09-26 00:00:00	0.7000000000000001	0.82	0.84	0.72	0.54	
2019-09-26 00:00:00	0.8	0.88	0.88	0.88	0.7	
2019-09-26 00:00:00	0.9	0.94	0.94	0.94	0.84	
2019-09-26 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-10-03 00:00:00	0.0	0.12	0.14	0.04	0.14	
2019-10-03 00:00:00	0.1	0.26	0.22	0.12	0.2	
2019-10-03 00:00:00	0.2	0.26	0.22	0.2	0.3	
2019-10-03 00:00:00	0.30000000000000004	0.52	0.4	0.2	0.38	
2019-10-03 00:00:00	0.4	0.52	0.4	0.38	0.4	
2019-10-03 00:00:00	0.5	0.72	0.64	0.38	0.4	
2019-10-03 00:00:00	0.6000000000000001	0.78	0.64	0.54	0.46	
2019-10-03 00:00:00	0.7000000000000001	0.82	0.78	0.62	0.7	
2019-10-03 00:00:00	0.8	0.94	0.92	0.74	0.82	
2019-10-03 00:00:00	0.9	0.98	0.92	0.8	0.86	
2019-10-03 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-10-10 00:00:00	0.0	0.08	0.04	0.06	0.04	
2019-10-10 00:00:00	0.1	0.08	0.12	0.2	0.14	
2019-10-10 00:00:00	0.2	0.34	0.12	0.28	0.2	
2019-10-10 00:00:00	0.30000000000000004	0.34	0.36	0.38	0.38	
2019-10-10 00:00:00	0.4	0.54	0.36	0.38	0.46	
2019-10-10 00:00:00	0.5	0.54	0.48	0.4	0.54	
2019-10-10 00:00:00	0.6000000000000001	0.7	0.54	0.6	0.58	
2019-10-10 00:00:00	0.7000000000000001	0.78	0.64	0.66	0.74	
2019-10-10 00:00:00	0.8	0.92	0.78	0.78	0.84	
2019-10-10 00:00:00	0.9	0.92	0.86	0.86	0.86	
2019-10-10 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-10-17 00:00:00	0.0	0.08	0.06	0.1	0.12	
2019-10-17 00:00:00	0.1	0.12	0.14	0.1	0.24	
2019-10-17 00:00:00	0.2	0.28	0.14	0.32	0.44	
2019-10-17 00:00:00	0.30000000000000004	0.28	0.28	0.32	0.48	
2019-10-17 00:00:00	0.4	0.46	0.28	0.46	0.48	
2019-10-17 00:00:00	0.5	0.46	0.58	0.46	0.52	
2019-10-17 00:00:00	0.6000000000000001	0.58	0.6	0.68	0.58	
2019-10-17 00:00:00	0.7000000000000001	0.64	0.68	0.72	0.66	
2019-10-17 00:00:00	0.8	0.78	0.78	0.8	0.76	
2019-10-17 00:00:00	0.9	0.86	0.92	0.86	0.9	
2019-10-17 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-10-24 00:00:00	0.0	0.06	0.1	0.12	0.12	
2019-10-24 00:00:00	0.1	0.14	0.14	0.24	0.16	
2019-10-24 00:00:00	0.2	0.28	0.32	0.24	0.24	
2019-10-24 00:00:00	0.30000000000000004	0.28	0.38	0.48	0.32	
2019-10-24 00:00:00	0.4	0.38	0.46	0.48	0.38	
2019-10-24 00:00:00	0.5	0.38	0.54	0.52	0.46	
2019-10-24 00:00:00	0.6000000000000001	0.6	0.68	0.6	0.48	
2019-10-24 00:00:00	0.7000000000000001	0.74	0.72	0.66	0.7	
2019-10-24 00:00:00	0.8	0.74	0.8	0.76	0.84	
2019-10-24 00:00:00	0.9	0.86	0.86	0.9	0.9	
2019-10-24 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-10-31 00:00:00	0.0	0.1	0.12	0.12	0.06	
2019-10-31 00:00:00	0.1	0.14	0.24	0.16	0.06	
2019-10-31 00:00:00	0.2	0.32	0.44	0.16	0.3	
2019-10-31 00:00:00	0.30000000000000004	0.32	0.48	0.32	0.3	
2019-10-31 00:00:00	0.4	0.46	0.52	0.32	0.44	
2019-10-31 00:00:00	0.5	0.54	0.52	0.46	0.44	
2019-10-31 00:00:00	0.6000000000000001	0.68	0.58	0.48	0.56	
2019-10-31 00:00:00	0.7000000000000001	0.72	0.66	0.6	0.74	
2019-10-31 00:00:00	0.8	0.8	0.76	0.82	0.78	
2019-10-31 00:00:00	0.9	0.86	0.9	0.9	0.94	
2019-10-31 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-11-07 00:00:00	0.0	0.12	0.12	0.12	0.08	
2019-11-07 00:00:00	0.1	0.24	0.2	0.18	0.14	
2019-11-07 00:00:00	0.2	0.28	0.24	0.26	0.26	
2019-11-07 00:00:00	0.30000000000000004	0.48	0.3	0.38	0.3	
2019-11-07 00:00:00	0.4	0.48	0.38	0.38	0.4	
2019-11-07 00:00:00	0.5	0.52	0.4	0.44	0.46	
2019-11-07 00:00:00	0.6000000000000001	0.6	0.48	0.48	0.56	
2019-11-07 00:00:00	0.7000000000000001	0.7	0.58	0.64	0.68	
2019-11-07 00:00:00	0.8	0.8	0.72	0.78	0.7	
2019-11-07 00:00:00	0.9	0.9	0.88	0.88	0.88	
2019-11-07 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-11-14 00:00:00	0.0	0.12	0.06	0.12	0.1	
2019-11-14 00:00:00	0.1	0.16	0.18	0.12	0.14	
2019-11-14 00:00:00	0.2	0.24	0.3	0.3	0.18	
2019-11-14 00:00:00	0.30000000000000004	0.32	0.36	0.3	0.36	
2019-11-14 00:00:00	0.4	0.38	0.44	0.46	0.36	
2019-11-14 00:00:00	0.5	0.46	0.56	0.5	0.4	
2019-11-14 00:00:00	0.6000000000000001	0.48	0.56	0.62	0.42	
2019-11-14 00:00:00	0.7000000000000001	0.7	0.7	0.78	0.56	
2019-11-14 00:00:00	0.8	0.84	0.82	0.78	0.68	
2019-11-14 00:00:00	0.9	0.9	0.94	0.84	0.76	
2019-11-14 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-11-21 00:00:00	0.0	0.06	0.12	0.1	0.12	
2019-11-21 00:00:00	0.1	0.18	0.2	0.14	0.22	
2019-11-21 00:00:00	0.2	0.3	0.3	0.18	0.24	
2019-11-21 00:00:00	0.30000000000000004	0.36	0.36	0.36	0.3	
2019-11-21 00:00:00	0.4	0.44	0.46	0.36	0.3	
2019-11-21 00:00:00	0.5	0.56	0.5	0.4	0.42	
2019-11-21 00:00:00	0.6000000000000001	0.56	0.62	0.42	0.42	
2019-11-21 00:00:00	0.7000000000000001	0.74	0.68	0.56	0.58	
2019-11-21 00:00:00	0.8	0.86	0.78	0.68	0.68	
2019-11-21 00:00:00	0.9	0.94	0.86	0.76	0.82	
2019-11-21 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-11-28 00:00:00	0.0	0.1	0.18	0.06	0.04	
2019-11-28 00:00:00	0.1	0.2	0.22	0.16	0.08	
2019-11-28 00:00:00	0.2	0.32	0.26	0.28	0.12	
2019-11-28 00:00:00	0.30000000000000004	0.44	0.26	0.4	0.14	
2019-11-28 00:00:00	0.4	0.52	0.5	0.4	0.3	
2019-11-28 00:00:00	0.5	0.62	0.5	0.58	0.32	
2019-11-28 00:00:00	0.6000000000000001	0.68	0.66	0.58	0.5	
2019-11-28 00:00:00	0.7000000000000001	0.72	0.74	0.68	0.52	
2019-11-28 00:00:00	0.8	0.76	0.76	0.8	0.68	
2019-11-28 00:00:00	0.9	0.88	0.92	0.88	0.76	
2019-11-28 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-12-05 00:00:00	0.0	0.04	0.12	0.04	0.02	
2019-12-05 00:00:00	0.1	0.22	0.18	0.08	0.08	
2019-12-05 00:00:00	0.2	0.36	0.18	0.24	0.16	
2019-12-05 00:00:00	0.30000000000000004	0.36	0.44	0.28	0.26	
2019-12-05 00:00:00	0.4	0.52	0.44	0.46	0.28	
2019-12-05 00:00:00	0.5	0.62	0.66	0.48	0.32	
2019-12-05 00:00:00	0.6000000000000001	0.7	0.66	0.64	0.48	
2019-12-05 00:00:00	0.7000000000000001	0.74	0.8	0.66	0.52	
2019-12-05 00:00:00	0.8	0.9	0.88	0.76	0.7	
2019-12-05 00:00:00	0.9	0.98	0.94	0.84	0.84	
2019-12-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2019-12-12 00:00:00	0.0	0.12	0.04	0.02	0.06	
2019-12-12 00:00:00	0.1	0.28	0.2	0.1	0.14	
2019-12-12 00:00:00	0.2	0.34	0.2	0.16	0.2	
2019-12-12 00:00:00	0.30000000000000004	0.34	0.42	0.18	0.2	
2019-12-12 00:00:00	0.4	0.54	0.42	0.28	0.32	
2019-12-12 00:00:00	0.5	0.54	0.62	0.44	0.34	
2019-12-12 00:00:00	0.6000000000000001	0.78	0.64	0.48	0.52	
