Location,Datetime,Avg_Temp,Precip,Humidity
San Juan Airport,9/8/2019,27.92,0.26,80
San Juan Airport,9/9/2019,29.26,0.27,81
San Juan Airport,9/10/2019,29.3,0.42,82
San Juan Airport,9/11/2019,28.53,0.47,81
San Juan Airport,9/12/2019,29.48,0.15,80
San Juan Airport,9/13/2019,30.33,0,76
San Juan Airport,9/14/2019,31.72,0.03,74
San Juan Airport,9/15/2019,29.45,1.08,78
San Juan Airport,9/16/2019,30,0.05,79
San Juan Airport,9/17/2019,29.95,0.01,74
San Juan Airport,9/18/2019,30.79,0,74
San Juan Airport,9/19/2019,30.13,0.08,74
San Juan Airport,9/20/2019,30.11,0,76
San Juan Airport,9/21/2019,31.03,0,67
San Juan Airport,9/22/2019,28.3,0.54,79
San Juan Airport,9/23/2019,30.74,0.03,74
San Juan Airport,9/24/2019,27.84,0.76,89
San Juan Airport,9/25/2019,29.43,0.1,77
San Juan Airport,9/26/2019,30.77,0,70
San Juan Airport,9/27/2019,30.6,0,73
San Juan Airport,9/28/2019,29.27,0,77
San Juan Airport,9/29/2019,27.47,0.73,84
San Juan Airport,9/30/2019,30.27,0.24,78
San Juan Airport,10/1/2019,30.2,0,72
San Juan Airport,10/2/2019,29.33,0,72
San Juan Airport,10/3/2019,29.18,0,71
San Juan Airport,10/4/2019,28.93,0.17,81
San Juan Airport,10/5/2019,28.79,0,78
San Juan Airport,10/6/2019,29.57,0,78
San Juan Airport,10/7/2019,29.49,0.01,76
San Juan Airport,10/8/2019,29.75,0.02,74
San Juan Airport,10/9/2019,29.53,0,75
San Juan Airport,10/10/2019,28.47,0.01,74
San Juan Airport,10/11/2019,28.89,0,73
San Juan Airport,10/12/2019,29.43,0,70
San Juan Airport,10/13/2019,28.93,0.21,73
San Juan Airport,10/14/2019,29.06,0.01,77
San Juan Airport,10/15/2019,29.63,0.02,79
San Juan Airport,10/16/2019,28.6,0,76
San Juan Airport,10/17/2019,29.05,0,74
San Juan Airport,10/18/2019,28.39,0.49,79
San Juan Airport,10/19/2019,28.8,0.12,77
San Juan Airport,10/20/2019,28.47,0,77
San Juan Airport,10/21/2019,28.67,0.15,76
San Juan Airport,10/22/2019,27.96,0.03,81
San Juan Airport,10/23/2019,28.14,0.41,82
San Juan Airport,10/24/2019,28.12,0.11,83
San Juan Airport,10/25/2019,27.84,0.44,81
San Juan Airport,10/26/2019,27.68,0.03,77
San Juan Airport,10/27/2019,29,0.36,81
San Juan Airport,10/28/2019,28.37,0.1,82
San Juan Airport,10/29/2019,27.83,0,73
San Juan Airport,10/30/2019,28,0.01,73
San Juan Airport,10/31/2019,28.42,0.11,76
San Juan Airport,11/1/2019,28.71,0.01,74
San Juan Airport,11/2/2019,26.53,0.9,76
San Juan Airport,11/3/2019,27.11,0,79
San Juan Airport,11/4/2019,26.47,0.99,85
San Juan Airport,11/5/2019,27.94,0.17,80
San Juan Airport,11/6/2019,28.89,0.26,81
San Juan Airport,11/7/2019,28.67,0.12,78
San Juan Airport,11/8/2019,28.96,0.06,80
San Juan Airport,11/9/2019,28.17,0.06,79
San Juan Airport,11/10/2019,28.82,0,76
San Juan Airport,11/11/2019,29.12,0.03,74
San Juan Airport,11/12/2019,28.02,0,71
San Juan Airport,11/13/2019,28.38,0,75
San Juan Airport,11/14/2019,28.35,0.01,76
San Juan Airport,11/15/2019,27.53,0.39,80
San Juan Airport,11/16/2019,27.79,0.02,76
San Juan Airport,11/17/2019,27.81,0,77
San Juan Airport,11/18/2019,28.59,0.02,78
San Juan Airport,11/19/2019,28.41,0,78
San Juan Airport,11/20/2019,29.14,0,75
San Juan Airport,11/21/2019,28.28,0.52,75
San Juan Airport,11/22/2019,27.95,0.13,75
San Juan Airport,11/23/2019,28.07,0,75
San Juan Airport,11/24/2019,26.27,0.01,74
San Juan Airport,11/25/2019,28.39,0,76
San Juan Airport,11/26/2019,29.22,0,80
San Juan Airport,11/27/2019,29.17,0.02,78
San Juan Airport,11/28/2019,27.23,0.21,78
San Juan Airport,11/29/2019,26.62,0.33,76
San Juan Airport,11/30/2019,26.79,0.1,77
San Juan Airport,12/1/2019,25.23,0.41,87
San Juan Airport,12/2/2019,28.5,0.01,73
San Juan Airport,12/3/2019,29.96,0.03,72
San Juan Airport,12/4/2019,29.13,0.1,78
San Juan Airport,12/5/2019,28.67,0,74
San Juan Airport,12/6/2019,29.11,0,73
San Juan Airport,12/7/2019,27.32,0.01,76
San Juan Airport,12/8/2019,28.07,0,72
San Juan Airport,12/9/2019,27.29,1.03,83
San Juan Airport,12/10/2019,27.33,0.41,82
San Juan Airport,12/11/2019,27.56,0.14,77
San Juan Airport,12/12/2019,27.21,0.63,77
San Juan Airport,12/13/2019,26.98,0.35,79
San Juan Airport,12/14/2019,28.02,0.07,82
San Juan Airport,12/15/2019,28.08,0.09,78
San Juan Airport,12/16/2019,26.48,0.69,78
San Juan Airport,12/17/2019,27.54,0.18,81
San Juan Airport,12/18/2019,27.52,0.12,77
San Juan Airport,12/19/2019,27.36,0,76
San Juan Airport,12/20/2019,27.86,0,73
San Juan Airport,12/21/2019,27.48,0.08,79
San Juan Airport,12/22/2019,27.26,0.39,81
San Juan Airport,12/23/2019,27.14,0,74
San Juan Airport,12/24/2019,28.07,0,72
San Juan Airport,12/25/2019,28.45,0,71
San Juan Airport,12/26/2019,26.94,0.24,83
San Juan Airport,12/27/2019,27.3,0,76
San Juan Airport,12/28/2019,26.75,0,79
San Juan Airport,12/29/2019,26.66,0.02,80
San Juan Airport,12/30/2019,26.78,0.64,80
San Juan Airport,12/31/2019,27.32,0.14,85
San Juan Airport,1/1/2020,27.24,0.05,82
